house_id,city,area_sqm,bedrooms,bathrooms,parking_spaces,property_type,year_built,distance_to_city_center_km,electricity_hours_per_day,price_ngn
HOUSE_0300,Port Harcourt,102.23,1,3,3,Bungalow,2010.0,9.89,19.0,102161346
HOUSE_0301,Abuja,150.28,3,4,1,Bungalow,2020.0,3.39,13.0,141610494
HOUSE_0302,Ibadan,154.78,2,4,0,Bungalow,2016.0,14.78,19.0,106188202
HOUSE_0303,Enugu,136.54,2,4,1,Duplex,2003.0,17.38,16.0,89382011
HOUSE_0304,Lagos,89.05,4,3,0,Bungalow,2002.0,1.78,7.0,135234989
HOUSE_0305,Port Harcourt,48.85,5,1,0,Flat,2003.0,15.48,21.0,81626493
HOUSE_0306,Ibadan,146.17,3,1,1,Flat,1997.0,7.72,21.0,105567157
HOUSE_0307,Enugu,131.2,2,4,1,Bungalow,2010.0,2.37,15.0,100462004
HOUSE_0308,Port Harcourt,217.83,5,3,2,Duplex,2013.0,8.65,,151403455
HOUSE_0309,Port Harcourt,124.38,1,4,2,Flat,2013.0,11.63,16.0,107620122
HOUSE_0310,Lagos,139.24,5,2,1,Flat,2006.0,9.12,,153288558
HOUSE_0311,Enugu,88.38,4,3,1,Flat,2011.0,10.36,13.0,78174010
HOUSE_0312,Enugu,195.28,2,4,2,Duplex,2021.0,14.73,21.0,113003769
HOUSE_0313,Abuja,183.73,3,2,1,Bungalow,,5.44,21.0,151964421
HOUSE_0314,Enugu,80.42,1,1,0,Bungalow,1993.0,7.37,6.0,64820325
HOUSE_0315,Abuja,122.23,2,1,1,Flat,2003.0,13.47,,115966720
HOUSE_0316,Ibadan,52.3,1,4,3,Flat,1990.0,15.65,,62480538
HOUSE_0317,Port Harcourt,113.68,1,1,2,Bungalow,2008.0,5.87,6.0,101769675
HOUSE_0318,Port Harcourt,79.52,2,1,0,Bungalow,1999.0,0.27,13.0,98026623
HOUSE_0319,Enugu,152.93,5,3,2,Duplex,2015.0,8.37,8.0,102539154
HOUSE_0320,Port Harcourt,68.4,4,2,1,Duplex,1995.0,1.52,7.0,93885225
HOUSE_0321,Port Harcourt,106.57,4,4,3,Flat,1990.0,16.35,11.0,94666256
HOUSE_0322,Port Harcourt,109.62,4,3,0,Bungalow,1992.0,0.48,13.0,116636710
HOUSE_0323,Enugu,110.17,4,3,0,Flat,2007.0,6.64,,92745723
HOUSE_0324,Lagos,40.0,2,3,0,Flat,1999.0,7.73,18.0,109314796
HOUSE_0325,Ibadan,110.76,2,2,3,Bungalow,,11.48,16.0,87030786
HOUSE_0326,Abuja,193.96,1,3,0,Flat,2017.0,13.63,13.0,135604759
HOUSE_0327,Ibadan,109.24,5,4,2,Flat,2007.0,2.47,20.0,112002518
HOUSE_0328,Abuja,222.93,3,4,3,Flat,2014.0,8.3,8.0,167321856
HOUSE_0329,Enugu,120.56,3,2,0,Flat,2007.0,7.88,10.0,86614351
HOUSE_0330,Abuja,127.92,4,3,2,Flat,1995.0,7.28,6.0,127309055
HOUSE_0331,Port Harcourt,97.05,3,3,0,Flat,1995.0,5.27,11.0,106475367
HOUSE_0332,Port Harcourt,118.69,5,4,0,Flat,1995.0,5.28,17.0,126203719
HOUSE_0333,Lagos,91.49,5,3,3,Flat,2008.0,8.53,19.0,139690355
HOUSE_0334,Lagos,109.8,5,2,1,Bungalow,2014.0,15.52,11.0,127235667
HOUSE_0335,Ibadan,40.0,3,3,3,Flat,1994.0,13.46,11.0,61740657
HOUSE_0336,Ibadan,169.84,4,3,3,Flat,2013.0,2.37,14.0,121638286
HOUSE_0337,Port Harcourt,106.29,5,2,3,Flat,1998.0,6.14,15.0,107447910
HOUSE_0338,Port Harcourt,63.7,3,4,2,Duplex,2011.0,4.11,19.0,108944244
HOUSE_0339,Enugu,75.58,2,3,2,Bungalow,2002.0,16.76,21.0,64711058
HOUSE_0340,Abuja,157.43,4,3,2,Bungalow,2021.0,14.36,,140686849
HOUSE_0341,Abuja,148.87,3,4,2,Duplex,2013.0,2.35,9.0,145643249
HOUSE_0342,Abuja,99.02,5,2,0,Bungalow,2019.0,10.45,12.0,120172769
HOUSE_0343,Ibadan,71.11,1,4,3,Flat,2009.0,11.56,13.0,69557505
HOUSE_0344,Abuja,110.39,4,4,0,Duplex,2020.0,6.13,,129203837
HOUSE_0345,Enugu,148.44,5,4,0,Duplex,,10.22,8.0,95824353
HOUSE_0346,Abuja,105.56,3,2,0,Bungalow,2015.0,13.8,16.0,121845013
HOUSE_0347,Port Harcourt,76.76,1,1,0,Duplex,2004.0,11.08,,90299227
HOUSE_0348,Enugu,143.72,5,2,3,Duplex,2015.0,6.45,20.0,114021169
HOUSE_0349,Enugu,133.05,5,2,2,Flat,2020.0,1.74,9.0,101334392
HOUSE_0350,Port Harcourt,156.96,1,1,1,Duplex,2009.0,7.08,16.0,120679591
HOUSE_0351,Abuja,99.09,5,4,2,Duplex,1996.0,13.25,20.0,129394925
HOUSE_0352,Port Harcourt,91.83,3,1,2,Flat,1997.0,0.96,6.0,102343080
HOUSE_0353,Lagos,57.73,2,2,1,Bungalow,2000.0,11.03,16.0,116963897
HOUSE_0354,Port Harcourt,68.78,4,2,3,Bungalow,2001.0,16.77,11.0,87295441
HOUSE_0355,Port Harcourt,40.0,4,1,1,Duplex,2017.0,16.48,18.0,69598659
HOUSE_0356,Abuja,128.44,2,3,0,Bungalow,1996.0,7.52,,123766909
HOUSE_0357,Ibadan,98.2,3,2,3,Flat,2006.0,10.0,21.0,92324720
HOUSE_0358,Ibadan,118.49,5,4,3,Bungalow,1997.0,13.52,17.0,97854441
HOUSE_0359,Port Harcourt,124.57,5,2,2,Bungalow,1995.0,8.75,10.0,112853571
HOUSE_0360,Lagos,105.46,2,3,0,Flat,2013.0,7.72,10.0,134715648
HOUSE_0361,Port Harcourt,132.31,4,2,3,Duplex,2001.0,0.55,21.0,134911172
HOUSE_0362,Enugu,66.07,2,2,3,Duplex,1998.0,11.72,11.0,59939180
HOUSE_0363,Port Harcourt,126.83,5,1,2,Flat,2021.0,7.08,10.0,112169828
HOUSE_0364,Port Harcourt,120.74,5,4,3,Bungalow,2021.0,9.74,19.0,125384286
HOUSE_0365,Port Harcourt,98.41,4,2,0,Bungalow,1991.0,4.11,13.0,108211819
HOUSE_0366,Lagos,127.83,3,2,2,Flat,2019.0,3.11,,154167222
HOUSE_0367,Port Harcourt,136.33,5,1,0,Duplex,,0.51,17.0,133397516
HOUSE_0368,Lagos,161.17,4,2,3,Flat,2005.0,10.36,15.0,149516914
HOUSE_0369,Port Harcourt,130.24,3,3,0,Duplex,1997.0,12.91,13.0,106413587
HOUSE_0370,Enugu,186.62,3,4,1,Bungalow,1998.0,13.07,12.0,114981408
HOUSE_0371,Abuja,46.37,1,3,2,Bungalow,,1.6,11.0,101337766
HOUSE_0372,Ibadan,95.01,3,3,0,Flat,2016.0,8.13,7.0,82349255
HOUSE_0373,Abuja,140.71,2,2,1,Bungalow,2010.0,4.37,13.0,140578632
HOUSE_0374,Port Harcourt,127.47,4,2,2,Bungalow,2016.0,4.22,18.0,123933896
HOUSE_0375,Lagos,95.54,1,4,2,Bungalow,2013.0,0.97,20.0,143962777
HOUSE_0376,Ibadan,83.07,5,1,0,Bungalow,2019.0,1.24,17.0,90849246
HOUSE_0377,Enugu,80.97,4,2,3,Flat,2021.0,13.27,14.0,70230552
HOUSE_0378,Ibadan,82.02,3,2,3,Duplex,1993.0,21.16,7.0,57687001
HOUSE_0379,Port Harcourt,139.73,1,1,1,Duplex,2019.0,8.92,6.0,105979731
HOUSE_0380,Abuja,85.67,2,3,1,Duplex,1995.0,11.5,17.0,108083826
HOUSE_0381,Lagos,96.97,3,2,0,Duplex,2009.0,8.61,13.0,132110370
HOUSE_0382,Lagos,222.4,1,1,1,Duplex,1994.0,7.52,10.0,171777472
HOUSE_0383,Abuja,165.97,5,4,0,Flat,2011.0,4.48,9.0,151699078
HOUSE_0384,Abuja,118.6,4,1,1,Duplex,1995.0,16.85,9.0,107921595
HOUSE_0385,Ibadan,94.92,3,3,1,Duplex,1998.0,17.06,10.0,69898217
HOUSE_0386,Enugu,148.31,5,1,1,Duplex,2012.0,5.19,12.0,108417961
HOUSE_0387,Abuja,145.3,4,4,1,Flat,1996.0,12.86,10.0,138045651
HOUSE_0388,Lagos,144.87,5,4,2,Duplex,2010.0,0.15,10.0,162182504
HOUSE_0389,Ibadan,90.91,1,2,2,Bungalow,1991.0,6.76,15.0,79654886
HOUSE_0390,Enugu,117.02,5,2,3,Duplex,1993.0,11.1,13.0,90240769
HOUSE_0391,Port Harcourt,127.11,1,2,3,Bungalow,1994.0,1.32,,108806264
HOUSE_0392,Ibadan,135.21,3,2,3,Bungalow,2016.0,11.05,17.0,101929105
HOUSE_0393,Abuja,142.39,4,1,0,Bungalow,1994.0,13.4,6.0,121255805
HOUSE_0394,Abuja,153.36,1,1,3,Bungalow,2008.0,10.3,,133384880
HOUSE_0395,Port Harcourt,117.19,4,4,0,Bungalow,,0.3,,127193234
HOUSE_0396,Abuja,137.18,3,1,2,Flat,2022.0,9.04,12.0,134923653
HOUSE_0397,Abuja,130.86,5,3,3,Bungalow,1994.0,1.62,15.0,149579939
HOUSE_0398,Port Harcourt,76.76,2,1,1,Flat,2017.0,13.27,9.0,83447525
HOUSE_0399,Enugu,118.42,5,1,2,Bungalow,2001.0,11.41,9.0,78366709
HOUSE_0400,Abuja,121.13,1,2,3,Duplex,,8.15,,126452800
HOUSE_0401,Ibadan,157.53,2,3,1,Bungalow,2007.0,5.42,9.0,114474425
HOUSE_0402,Lagos,123.84,3,4,2,Bungalow,1994.0,5.69,14.0,153368490
HOUSE_0403,Enugu,102.62,1,4,3,Bungalow,2013.0,6.45,7.0,80259116
HOUSE_0404,Enugu,128.89,2,3,1,Duplex,1996.0,5.61,,97387736
HOUSE_0405,Lagos,170.23,2,1,0,Flat,2005.0,3.53,7.0,156959481
HOUSE_0406,Ibadan,112.53,4,2,1,Flat,2016.0,5.8,13.0,96622737
HOUSE_0407,Abuja,177.88,4,3,2,Flat,2013.0,8.98,9.0,147804539
HOUSE_0408,Lagos,161.27,2,2,0,Duplex,1994.0,0.57,20.0,163498146
HOUSE_0409,Ibadan,130.68,3,1,3,Flat,2013.0,12.45,12.0,89890856
HOUSE_0410,Enugu,123.29,3,2,3,Duplex,2021.0,13.33,12.0,88144670
HOUSE_0411,Enugu,99.31,2,2,0,Duplex,1991.0,15.05,13.0,72583581
HOUSE_0412,Ibadan,211.96,1,3,0,Bungalow,2014.0,6.19,15.0,122500548
HOUSE_0413,Abuja,102.18,5,2,3,Duplex,1993.0,15.27,10.0,118878511
HOUSE_0414,Ibadan,183.18,1,1,1,Bungalow,2016.0,5.39,17.0,117537659
HOUSE_0415,Lagos,103.19,5,1,1,Bungalow,2015.0,6.59,8.0,139939747
HOUSE_0416,Enugu,66.22,1,4,1,Flat,2008.0,3.41,14.0,72270664
HOUSE_0417,Port Harcourt,79.83,3,3,3,Duplex,2004.0,4.16,8.0,96150982
HOUSE_0418,Abuja,118.61,5,1,1,Flat,2000.0,9.17,20.0,132329518
HOUSE_0419,Ibadan,182.02,4,1,2,Flat,2018.0,3.01,15.0,126368671
HOUSE_0420,Ibadan,159.37,1,1,1,Bungalow,2009.0,6.93,7.0,97271963
HOUSE_0421,Ibadan,118.02,2,1,1,Duplex,2015.0,11.37,,80184763
HOUSE_0422,Ibadan,75.09,3,2,0,Duplex,2018.0,9.91,,82640564
HOUSE_0423,Enugu,126.66,2,1,3,Flat,1998.0,10.46,9.0,74878933
HOUSE_0424,Lagos,131.57,2,2,1,Duplex,2013.0,20.28,8.0,127282133
HOUSE_0425,Enugu,94.49,3,1,0,Flat,2002.0,5.35,20.0,92229418
HOUSE_0426,Abuja,95.07,1,3,0,Flat,2019.0,5.22,7.0,109030423
HOUSE_0427,Enugu,94.5,4,4,3,Flat,2014.0,13.95,19.0,77635803
HOUSE_0428,Ibadan,176.82,2,2,2,Duplex,2018.0,5.15,10.0,108288380
HOUSE_0429,Enugu,86.71,5,2,2,Duplex,2016.0,10.36,,79651826
HOUSE_0430,Lagos,97.91,1,3,3,Flat,2016.0,11.16,12.0,128858797
HOUSE_0431,Enugu,128.12,2,1,3,Bungalow,2012.0,0.42,21.0,103572414
HOUSE_0432,Port Harcourt,181.9,3,3,3,Duplex,2001.0,16.98,6.0,117238949
HOUSE_0433,Enugu,95.49,2,1,2,Flat,2020.0,6.06,,76845686
HOUSE_0434,Enugu,131.43,2,2,0,Flat,2005.0,9.67,14.0,90751940
HOUSE_0435,Lagos,146.34,2,4,2,Flat,2001.0,18.05,13.0,141300446
HOUSE_0436,Ibadan,112.92,3,1,2,Bungalow,1999.0,4.01,,92068774
HOUSE_0437,Port Harcourt,64.83,5,3,1,Duplex,1992.0,4.35,8.0,93211872
HOUSE_0438,Abuja,118.67,5,2,0,Bungalow,2020.0,16.97,6.0,113837794
HOUSE_0439,Enugu,99.3,2,2,2,Bungalow,2001.0,9.12,16.0,73408624
HOUSE_0440,Lagos,119.34,2,2,0,Bungalow,2013.0,13.94,8.0,127109892
HOUSE_0441,Port Harcourt,221.08,5,1,2,Duplex,2010.0,5.35,10.0,146599529
HOUSE_0442,Port Harcourt,100.42,4,3,1,Bungalow,2012.0,13.22,13.0,105749615
HOUSE_0443,Enugu,147.28,2,4,2,Bungalow,2008.0,17.23,10.0,81851930
HOUSE_0444,Lagos,143.36,5,4,0,Flat,2010.0,6.2,13.0,162766486
HOUSE_0445,Enugu,143.63,1,4,1,Duplex,1994.0,13.54,13.0,87139675
HOUSE_0446,Ibadan,152.82,2,1,2,Duplex,1990.0,10.54,14.0,97256668
HOUSE_0447,Abuja,162.67,1,3,2,Flat,1990.0,13.85,7.0,125988395
HOUSE_0448,Port Harcourt,175.29,4,2,3,Duplex,2014.0,11.24,17.0,133222987
HOUSE_0449,Port Harcourt,113.32,1,4,1,Flat,2018.0,8.73,8.0,108892605
HOUSE_0450,Lagos,168.26,3,1,2,Duplex,1996.0,3.92,8.0,156721715
HOUSE_0451,Abuja,134.75,4,2,0,Bungalow,1995.0,6.03,16.0,140491604
HOUSE_0452,Enugu,121.15,4,1,3,Bungalow,2000.0,14.39,19.0,81670191
HOUSE_0453,Lagos,127.64,1,3,1,Flat,2016.0,8.23,,144113175
HOUSE_0454,Enugu,65.61,3,3,2,Flat,1996.0,11.73,7.0,62677819
HOUSE_0455,Enugu,145.82,5,4,1,Flat,2013.0,18.82,6.0,88726815
HOUSE_0456,Lagos,107.69,3,4,1,Flat,1991.0,9.1,12.0,133337192
HOUSE_0457,Ibadan,129.98,1,4,0,Duplex,2015.0,15.89,21.0,93729053
HOUSE_0458,Ibadan,116.19,1,4,1,Duplex,2014.0,9.4,17.0,89216204
HOUSE_0459,Port Harcourt,144.32,1,3,3,Duplex,2006.0,8.93,13.0,112100273
HOUSE_0460,Enugu,102.14,1,2,0,Flat,2012.0,8.97,,75631472
HOUSE_0461,Enugu,162.95,2,1,3,Bungalow,2016.0,2.87,,109813931
HOUSE_0462,Port Harcourt,125.32,5,2,3,Duplex,1995.0,4.5,18.0,129745636
HOUSE_0463,Lagos,167.8,5,2,0,Duplex,2001.0,0.38,11.0,166929578
HOUSE_0464,Abuja,97.64,2,1,3,Flat,2017.0,9.89,12.0,117807428
HOUSE_0465,Abuja,182.62,5,3,2,Bungalow,1994.0,7.67,8.0,151024559
HOUSE_0466,Enugu,97.79,4,3,2,Bungalow,2019.0,17.41,6.0,75631335
HOUSE_0467,Enugu,62.08,5,4,0,Duplex,1999.0,2.99,10.0,83145673
HOUSE_0468,Enugu,137.6,5,1,0,Bungalow,1996.0,5.49,15.0,104558640
HOUSE_0469,Ibadan,79.15,4,3,3,Bungalow,2021.0,11.54,,83771429
HOUSE_0470,Port Harcourt,129.75,1,2,2,Duplex,1999.0,5.18,18.0,109147871
HOUSE_0471,Port Harcourt,68.79,3,2,0,Bungalow,2020.0,12.36,14.0,87392256
HOUSE_0472,Lagos,146.01,3,3,2,Duplex,2021.0,7.5,9.0,146327306
HOUSE_0473,Abuja,193.87,3,4,2,Duplex,2016.0,2.65,8.0,154125954
HOUSE_0474,Port Harcourt,58.98,2,4,3,Bungalow,2013.0,4.54,7.0,92039438
HOUSE_0475,Abuja,118.18,1,3,3,Flat,,9.22,,112983464
HOUSE_0476,Abuja,110.35,2,2,0,Flat,1992.0,9.76,20.0,115758938
HOUSE_0477,Ibadan,69.94,2,3,2,Duplex,2022.0,15.22,18.0,75174855
HOUSE_0478,Lagos,116.71,1,2,2,Duplex,2018.0,13.59,11.0,127604052
HOUSE_0479,Enugu,133.71,5,3,2,Flat,2006.0,10.28,8.0,92044824
HOUSE_0480,Lagos,142.79,4,1,1,Bungalow,2003.0,10.24,13.0,150849973
HOUSE_0481,Abuja,145.71,2,3,3,Bungalow,1991.0,14.65,6.0,122472149
HOUSE_0482,Abuja,127.86,2,1,1,Duplex,2009.0,11.55,14.0,120901594
HOUSE_0483,Port Harcourt,116.41,3,4,2,Flat,2019.0,15.2,15.0,109365166
HOUSE_0484,Enugu,92.94,5,4,0,Flat,2022.0,17.0,17.0,81250194
HOUSE_0485,Enugu,118.39,5,3,2,Bungalow,1996.0,0.85,21.0,102088796
HOUSE_0486,Ibadan,125.12,3,3,2,Duplex,2009.0,4.59,12.0,98000857
HOUSE_0487,Enugu,153.63,2,1,3,Bungalow,2010.0,4.74,10.0,103682133
HOUSE_0488,Lagos,102.15,4,3,2,Duplex,2015.0,1.45,18.0,154673744
HOUSE_0489,Lagos,101.91,5,2,2,Bungalow,2004.0,4.12,,147132835
HOUSE_0490,Port Harcourt,56.64,3,3,1,Bungalow,2001.0,11.8,15.0,81302867
HOUSE_0491,Port Harcourt,151.43,2,3,1,Bungalow,2011.0,10.13,8.0,111873997
HOUSE_0492,Ibadan,81.32,2,3,3,Duplex,2013.0,7.76,14.0,84874579
HOUSE_0493,Ibadan,119.86,4,1,3,Flat,1994.0,2.21,21.0,104661467
HOUSE_0494,Enugu,180.14,1,4,2,Duplex,1993.0,12.39,10.0,95984182
HOUSE_0495,Abuja,111.16,3,4,3,Flat,2010.0,8.13,11.0,130318965
HOUSE_0496,Lagos,128.34,4,3,1,Duplex,1993.0,2.21,6.0,150949553
HOUSE_0497,Ibadan,110.11,2,2,1,Duplex,1995.0,4.59,10.0,95340775
HOUSE_0498,Port Harcourt,79.94,4,4,3,Duplex,2014.0,6.59,6.0,93302244
HOUSE_0499,Enugu,191.91,2,3,0,Duplex,,11.2,12.0,101728193
HOUSE_0500,Lagos,97.15,2,2,2,Duplex,1998.0,10.86,9.0,123806403
HOUSE_0501,Enugu,175.97,5,3,1,Flat,1992.0,12.62,15.0,108326256
HOUSE_0502,Port Harcourt,122.39,5,3,3,Bungalow,1998.0,4.77,16.0,124934658
HOUSE_0503,Ibadan,147.93,2,2,3,Flat,2004.0,9.97,13.0,105810994
HOUSE_0504,Abuja,155.81,2,1,1,Flat,2013.0,11.18,7.0,126111389
HOUSE_0505,Ibadan,161.98,5,1,0,Bungalow,1996.0,5.32,6.0,106718987
HOUSE_0506,Lagos,172.7,4,4,3,Flat,2006.0,8.99,21.0,173030910
HOUSE_0507,Abuja,203.01,2,1,2,Duplex,1996.0,4.55,,151823116
HOUSE_0508,Enugu,189.44,5,2,3,Flat,2022.0,8.99,9.0,112158525
HOUSE_0509,Lagos,93.94,1,4,1,Bungalow,2002.0,5.58,14.0,140034382
HOUSE_0510,Enugu,107.19,2,3,3,Duplex,2000.0,10.12,7.0,79267379
HOUSE_0511,Port Harcourt,140.91,2,4,2,Flat,1990.0,5.13,6.0,122031830
HOUSE_0512,Lagos,119.03,1,4,1,Flat,2022.0,18.71,8.0,127646418
HOUSE_0513,Lagos,189.1,3,2,3,Duplex,2006.0,10.18,20.0,160309810
HOUSE_0514,Lagos,121.52,2,1,2,Duplex,2010.0,8.6,19.0,145502696
HOUSE_0515,Lagos,144.54,1,1,0,Flat,2000.0,2.89,16.0,149719565
HOUSE_0516,Port Harcourt,109.7,5,3,0,Duplex,2011.0,0.34,11.0,116498512
HOUSE_0517,Port Harcourt,135.97,4,4,2,Duplex,2020.0,11.24,19.0,125386960
HOUSE_0518,Abuja,100.67,1,2,0,Flat,1996.0,15.87,19.0,111002534
HOUSE_0519,Port Harcourt,70.97,5,4,1,Bungalow,2014.0,0.68,17.0,115980172
HOUSE_0520,Lagos,128.98,2,4,3,Flat,2016.0,13.24,20.0,136025612
HOUSE_0521,Lagos,187.36,3,3,0,Bungalow,,5.71,,173065892
HOUSE_0522,Enugu,163.15,2,3,0,Duplex,2005.0,7.81,21.0,106630244
HOUSE_0523,Port Harcourt,113.09,2,1,0,Bungalow,2000.0,12.42,,99252578
HOUSE_0524,Port Harcourt,146.09,2,1,3,Duplex,2005.0,0.12,16.0,124755222
HOUSE_0525,Lagos,179.06,5,2,3,Duplex,2005.0,14.9,8.0,155793893
HOUSE_0526,Port Harcourt,94.98,5,4,0,Duplex,2018.0,9.98,16.0,104357692
HOUSE_0527,Port Harcourt,139.76,1,1,3,Duplex,1992.0,9.3,,111168771
HOUSE_0528,Lagos,97.99,1,3,1,Bungalow,2019.0,4.64,16.0,134423602
HOUSE_0529,Lagos,118.98,2,4,2,Bungalow,2020.0,13.86,17.0,141221278
HOUSE_0530,Port Harcourt,141.74,1,1,1,Flat,2011.0,6.15,17.0,123353543
HOUSE_0531,Ibadan,150.87,5,3,0,Flat,2000.0,6.24,21.0,115272127
HOUSE_0532,Port Harcourt,165.95,1,3,1,Flat,1997.0,0.7,18.0,131659710
HOUSE_0533,Port Harcourt,105.5,2,3,0,Duplex,1992.0,2.4,,105813100
HOUSE_0534,Port Harcourt,68.21,4,2,3,Flat,,13.8,7.0,86796056
HOUSE_0535,Port Harcourt,101.29,5,4,1,Bungalow,2001.0,9.73,10.0,103013530
HOUSE_0536,Port Harcourt,118.12,5,3,3,Duplex,2005.0,10.39,14.0,113950261
HOUSE_0537,Ibadan,123.07,3,4,1,Flat,2016.0,1.59,,104882436
HOUSE_0538,Enugu,159.85,3,2,1,Flat,2008.0,5.53,17.0,112292294
HOUSE_0539,Abuja,57.74,2,3,0,Duplex,2020.0,5.86,,107449573
HOUSE_0540,Port Harcourt,180.03,5,3,3,Flat,,12.25,9.0,124134633
HOUSE_0541,Port Harcourt,106.05,2,1,0,Flat,2007.0,6.25,11.0,100527480
HOUSE_0542,Ibadan,107.13,2,1,2,Flat,,18.38,7.0,70158801
HOUSE_0543,Port Harcourt,135.28,1,2,3,Flat,2022.0,10.15,15.0,114292634
HOUSE_0544,Lagos,161.21,4,4,3,Bungalow,2010.0,9.19,,152498619
HOUSE_0545,Lagos,109.64,3,2,3,Flat,2013.0,7.02,,139820089
HOUSE_0546,Enugu,117.14,2,2,2,Duplex,2001.0,7.81,8.0,78562528
HOUSE_0547,Abuja,149.11,5,1,3,Flat,2017.0,8.26,14.0,142012988
HOUSE_0548,Ibadan,149.31,2,2,2,Flat,2011.0,7.6,20.0,113043571
HOUSE_0549,Abuja,123.15,1,2,2,Bungalow,1993.0,1.99,15.0,131442971
HOUSE_0550,Enugu,156.65,5,3,0,Bungalow,2010.0,9.73,,102042937
HOUSE_0551,Abuja,159.92,5,1,1,Duplex,,6.48,,144164356
HOUSE_0552,Lagos,203.53,3,2,1,Bungalow,2011.0,7.3,16.0,171630428
HOUSE_0553,Ibadan,164.33,2,4,0,Flat,2012.0,2.8,20.0,119186927
HOUSE_0554,Enugu,144.51,5,2,0,Bungalow,2010.0,2.73,18.0,117960963
HOUSE_0555,Lagos,95.05,4,3,2,Flat,,17.57,17.0,128511908
HOUSE_0556,Enugu,112.37,4,4,0,Duplex,2002.0,9.09,16.0,93644168
HOUSE_0557,Lagos,154.8,1,2,0,Bungalow,1994.0,10.48,12.0,148551305
HOUSE_0558,Abuja,126.02,4,1,1,Bungalow,2017.0,9.82,8.0,129152612
HOUSE_0559,Abuja,216.14,1,4,2,Flat,1995.0,7.71,8.0,148606285
HOUSE_0560,Abuja,128.04,3,1,1,Duplex,2016.0,13.25,18.0,124284018
HOUSE_0561,Port Harcourt,164.22,4,3,0,Duplex,1997.0,13.94,,115548330
HOUSE_0562,Enugu,145.55,1,1,0,Duplex,2022.0,2.28,9.0,93468874
HOUSE_0563,Ibadan,185.34,5,1,2,Duplex,2014.0,2.27,18.0,138736965
HOUSE_0564,Lagos,132.11,4,2,1,Flat,2015.0,4.23,,149309813
HOUSE_0565,Abuja,117.43,3,3,0,Bungalow,1999.0,9.64,9.0,115634900
HOUSE_0566,Lagos,132.85,5,4,0,Duplex,2003.0,10.11,17.0,149619357
HOUSE_0567,Port Harcourt,184.55,5,2,1,Flat,2004.0,10.27,14.0,132428209
HOUSE_0568,Lagos,110.23,2,1,3,Bungalow,1994.0,12.82,15.0,132966815
HOUSE_0569,Lagos,167.58,3,1,1,Bungalow,2021.0,1.86,16.0,164012373
HOUSE_0570,Abuja,143.9,2,1,2,Bungalow,1994.0,11.51,12.0,123583163
HOUSE_0571,Port Harcourt,108.1,4,3,2,Bungalow,1999.0,14.88,,104188474
HOUSE_0572,Ibadan,114.0,3,4,1,Flat,2010.0,8.63,13.0,102024410
HOUSE_0573,Abuja,113.08,4,3,2,Flat,2011.0,8.08,21.0,132746301
HOUSE_0574,Port Harcourt,76.15,3,3,3,Bungalow,1996.0,0.8,11.0,108122706
HOUSE_0575,Enugu,183.78,1,3,1,Bungalow,2002.0,3.77,14.0,118505906
HOUSE_0576,Lagos,80.34,1,1,0,Bungalow,2015.0,2.77,,122566038
HOUSE_0577,Lagos,94.44,5,3,3,Bungalow,1999.0,1.38,17.0,148183564
HOUSE_0578,Abuja,185.68,5,3,1,Duplex,2022.0,13.05,,143047456
HOUSE_0579,Port Harcourt,92.47,3,1,1,Bungalow,2000.0,19.26,,80808924
HOUSE_0580,Port Harcourt,159.27,2,2,1,Bungalow,2020.0,6.38,17.0,119966848
HOUSE_0581,Abuja,40.0,4,2,0,Duplex,2013.0,19.45,13.0,80178206
HOUSE_0582,Abuja,64.42,5,3,3,Duplex,2019.0,0.23,7.0,112139474
HOUSE_0583,Ibadan,160.9,1,3,2,Bungalow,,20.2,,87192701
HOUSE_0584,Port Harcourt,175.37,4,3,0,Bungalow,2006.0,10.82,18.0,130435447
HOUSE_0585,Enugu,143.79,4,3,2,Duplex,2020.0,12.27,6.0,93121987
HOUSE_0586,Abuja,150.36,4,2,1,Flat,2022.0,9.41,14.0,134281668
HOUSE_0587,Abuja,124.17,2,2,2,Bungalow,1997.0,7.69,13.0,124986878
HOUSE_0588,Ibadan,89.84,1,4,3,Duplex,2003.0,6.6,,79929758
HOUSE_0589,Port Harcourt,52.28,1,2,0,Flat,2000.0,7.51,10.0,84348539
HOUSE_0590,Enugu,80.46,1,2,0,Flat,2006.0,2.48,11.0,76951516
HOUSE_0591,Port Harcourt,127.2,5,1,2,Flat,2003.0,14.96,20.0,115742333
HOUSE_0592,Port Harcourt,156.73,4,2,1,Duplex,1999.0,0.15,,141641352
HOUSE_0593,Abuja,80.41,5,3,1,Bungalow,2011.0,12.7,20.0,119913375
HOUSE_0594,Enugu,80.7,1,2,3,Duplex,1998.0,6.88,9.0,62167050
HOUSE_0595,Abuja,142.0,5,4,1,Bungalow,1996.0,3.16,11.0,146992489
HOUSE_0596,Enugu,124.22,5,1,0,Flat,2020.0,1.33,10.0,103003881
HOUSE_0597,Enugu,95.95,1,4,3,Duplex,1992.0,9.6,,75957543
HOUSE_0598,Abuja,56.28,4,4,2,Bungalow,1996.0,10.2,19.0,105104272
HOUSE_0599,Ibadan,119.21,4,2,0,Duplex,,10.76,19.0,95538319
HOUSE_0600,Abuja,128.96,1,1,0,Bungalow,1990.0,14.82,18.0,121132258
