order_id,customer_id,order_date,city,payment_method,product,category,quantity,unit_price_ngn,line_total_ngn
KNG-2024-00184,CUST-2847,2024-01-05 22:08,Port Harcourt,Pay on Delivery,Yoga Mat,Sports & Fitness,1,9500,9500
KNG-2024-00184,CUST-2847,2024-01-05 22:08,Port Harcourt,Pay on Delivery,Dangote Sugar 1kg,Food & Groceries,2,2200,4400
KNG-2024-00184,CUST-2847,2024-01-05 22:08,Port Harcourt,Pay on Delivery,Dumbbell Set 10kg,Sports & Fitness,1,28000,28000
KNG-2024-00184,CUST-2847,2024-01-05 22:08,Port Harcourt,Pay on Delivery,Polo Shirt,Fashion - Men,1,5500,5500
KNG-2024-00184,CUST-2847,2024-01-05 22:08,Port Harcourt,Pay on Delivery,Gym Bag,Sports & Fitness,1,11000,11000
KNG-2024-00184,CUST-2847,2024-01-05 22:08,Port Harcourt,Pay on Delivery,JBL Speaker,Electronics,1,42000,42000
KNG-2024-00185,CUST-2873,2024-09-10 10:36,Port Harcourt,Pay on Delivery,Ankara Shirt,Fashion - Men,2,7200,14400
KNG-2024-00185,CUST-2873,2024-09-10 10:36,Port Harcourt,Pay on Delivery,WAEC Past Questions,Books & Stationery,1,3500,3500
KNG-2024-00187,CUST-1480,2024-10-28 18:55,Ibadan,Card,HP Laptop,Electronics,1,480000,480000
KNG-2024-00187,CUST-1480,2024-10-28 18:55,Ibadan,Card,Baby Carrier,Baby Products,1,15000,15000
KNG-2024-00187,CUST-1480,2024-10-28 18:55,Ibadan,Card,Polo Shirt,Fashion - Men,1,5500,5500
KNG-2024-00188,CUST-2436,2024-03-27 17:45,Port Harcourt,Bank Transfer,Black Castor Oil,Beauty & Personal,3,3800,11400
KNG-2024-00188,CUST-2436,2024-03-27 17:45,Port Harcourt,Bank Transfer,Pears Soap,Beauty & Personal,2,1200,2400
KNG-2024-00189,CUST-1242,2024-03-05 11:15,Warri,Pay on Delivery,Yoga Mat,Sports & Fitness,1,9500,9500
KNG-2024-00189,CUST-1242,2024-03-05 11:15,Warri,Pay on Delivery,Indomie Noodles (40pk),Food & Groceries,1,7500,7500
KNG-2024-00189,CUST-1242,2024-03-05 11:15,Warri,Pay on Delivery,Caprisonne Juice,Food & Groceries,2,4200,8400
KNG-2024-00189,CUST-1242,2024-03-05 11:15,Warri,Pay on Delivery,Dark & Lovely Relaxer,Beauty & Personal,1,4200,4200
KNG-2024-00190,CUST-3111,2024-07-07 21:31,Ibadan,Bank Transfer,Caprisonne Juice,Food & Groceries,1,4200,4200
KNG-2024-00190,CUST-3111,2024-07-07 21:31,Ibadan,Bank Transfer,Anker Powerbank,Electronics,1,18500,18500
KNG-2024-00190,CUST-3111,2024-07-07 21:31,Ibadan,Bank Transfer,Samsung Galaxy A54,Phones & Tablets,1,320000,320000
KNG-2024-00190,CUST-3111,2024-07-07 21:31,Ibadan,Bank Transfer,iPad Air,Phones & Tablets,1,780000,780000
KNG-2024-00191,CUST-2161,2024-10-16 22:50,Lagos,Bank Transfer,Anker Powerbank,Electronics,1,18500,18500
KNG-2024-00191,CUST-2161,2024-10-16 22:50,Lagos,Bank Transfer,Tecno Spark 20,Phones & Tablets,3,115000,345000
KNG-2024-00191,CUST-2161,2024-10-16 22:50,Lagos,Bank Transfer,Samsung Galaxy A54,Phones & Tablets,1,320000,320000
KNG-2024-00191,CUST-2161,2024-10-16 22:50,Lagos,Bank Transfer,Polo Shirt,Fashion - Men,3,5500,16500
KNG-2024-00191,CUST-2161,2024-10-16 22:50,Lagos,Bank Transfer,Samsung Earbuds,Electronics,3,55000,165000
KNG-2024-00192,CUST-3662,2024-05-20 09:41,Lagos,Pay on Delivery,HP Laptop,Electronics,1,480000,480000
KNG-2024-00192,CUST-3662,2024-05-20 09:41,Lagos,Pay on Delivery,Resistance Bands,Sports & Fitness,1,5500,5500
KNG-2024-00192,CUST-3662,2024-05-20 09:41,Lagos,Pay on Delivery,A4 Paper Ream,Books & Stationery,2,4800,9600
KNG-2024-00192,CUST-3662,2024-05-20 09:41,Lagos,Pay on Delivery,Notebook 200pg,Books & Stationery,1,2200,2200
KNG-2024-00193,CUST-2953,2024-09-22 21:00,Lagos,Bank Transfer,Indomie Noodles (40pk),Food & Groceries,1,7500,7500
KNG-2024-00193,CUST-2953,2024-09-22 21:00,Lagos,Bank Transfer,Milo 400g,Food & Groceries,2,5800,11600
KNG-2024-00193,CUST-2953,2024-09-22 21:00,Lagos,Bank Transfer,Caprisonne Juice,Food & Groceries,1,4200,4200
KNG-2024-00194,CUST-2283,2024-07-14 11:41,Abuja,Card,iPad Air,Phones & Tablets,1,780000,780000
KNG-2024-00195,CUST-3499,2024-04-19 11:58,Kano,Konga Pay,Non-stick Pot Set,Home & Kitchen,2,22000,44000
KNG-2024-00195,CUST-3499,2024-04-19 11:58,Kano,Konga Pay,Blender,Home & Kitchen,1,18000,18000
KNG-2024-00196,CUST-2572,2024-03-12 14:17,Abuja,Konga Pay,Pampers Diapers L,Baby Products,1,12500,12500
KNG-2024-00197,CUST-3488,2024-01-14 16:13,Lagos,USSD,Dangote Sugar 1kg,Food & Groceries,1,2200,2200
KNG-2024-00197,CUST-3488,2024-01-14 16:13,Lagos,USSD,Ball Point Pens 10pk,Books & Stationery,1,1500,1500
KNG-2024-00197,CUST-3488,2024-01-14 16:13,Lagos,USSD,Notebook 200pg,Books & Stationery,1,2200,2200
KNG-2024-00197,CUST-3488,2024-01-14 16:13,Lagos,USSD,WAEC Past Questions,Books & Stationery,1,3500,3500
KNG-2024-00198,CUST-1049,2024-03-08 19:55,Warri,USSD,Gym Bag,Sports & Fitness,2,11000,22000
KNG-2024-00198,CUST-1049,2024-03-08 19:55,Warri,USSD,Caprisonne Juice,Food & Groceries,3,4200,12600
KNG-2024-00198,CUST-1049,2024-03-08 19:55,Warri,USSD,Curtain Set,Home & Kitchen,2,16500,33000
KNG-2024-00199,CUST-1068,2024-04-20 08:59,Port Harcourt,Card,Resistance Bands,Sports & Fitness,1,5500,5500
KNG-2024-00199,CUST-1068,2024-04-20 08:59,Port Harcourt,Card,Yoga Mat,Sports & Fitness,1,9500,9500
KNG-2024-00199,CUST-1068,2024-04-20 08:59,Port Harcourt,Card,Dumbbell Set 10kg,Sports & Fitness,1,28000,28000
KNG-2024-00199,CUST-1068,2024-04-20 08:59,Port Harcourt,Card,Caprisonne Juice,Food & Groceries,1,4200,4200
KNG-2024-00199,CUST-1068,2024-04-20 08:59,Port Harcourt,Card,Gym Bag,Sports & Fitness,1,11000,11000
KNG-2024-00199,CUST-1068,2024-04-20 08:59,Port Harcourt,Card,JBL Speaker,Electronics,2,42000,84000
KNG-2024-00200,CUST-3197,2024-11-28 09:19,Lagos,Bank Transfer,Infinix Hot 40,Phones & Tablets,1,95000,95000
KNG-2024-00201,CUST-2779,2024-01-29 16:42,Lagos,Bank Transfer,Samsung Earbuds,Electronics,2,55000,110000
KNG-2024-00202,CUST-3873,2024-06-26 15:10,Lagos,Konga Pay,Polo Shirt,Fashion - Men,2,5500,11000
KNG-2024-00203,CUST-2114,2024-10-22 09:31,Abuja,Card,Golden Penny Pasta,Food & Groceries,1,3500,3500
KNG-2024-00203,CUST-2114,2024-10-22 09:31,Abuja,Card,Indomie Noodles (40pk),Food & Groceries,1,7500,7500
KNG-2024-00203,CUST-2114,2024-10-22 09:31,Abuja,Card,Anker Powerbank,Electronics,2,18500,37000
KNG-2024-00203,CUST-2114,2024-10-22 09:31,Abuja,Card,Caprisonne Juice,Food & Groceries,1,4200,4200
KNG-2024-00203,CUST-2114,2024-10-22 09:31,Abuja,Card,JAMB CBT Guide,Books & Stationery,2,4200,8400
KNG-2024-00205,CUST-3924,2024-06-13 14:26,Ibadan,Konga Pay,Palazzo Pants,Fashion - Women,1,8000,8000
KNG-2024-00205,CUST-3924,2024-06-13 14:26,Ibadan,Konga Pay,iPad Air,Phones & Tablets,1,780000,780000
KNG-2024-00206,CUST-1215,2024-01-24 19:04,Lagos,Pay on Delivery,Stiletto Heels,Fashion - Women,1,14500,14500
KNG-2024-00206,CUST-1215,2024-01-24 19:04,Lagos,Pay on Delivery,JAMB CBT Guide,Books & Stationery,1,4200,4200
KNG-2024-00207,CUST-2511,2024-06-04 14:29,Lagos,Bank Transfer,Non-stick Pot Set,Home & Kitchen,3,22000,66000
KNG-2024-00207,CUST-2511,2024-06-04 14:29,Lagos,Bank Transfer,"Smart TV 43""",Electronics,1,215000,215000
KNG-2024-00208,CUST-3218,2024-01-05 17:00,Lagos,Pay on Delivery,Stiletto Heels,Fashion - Women,1,14500,14500
KNG-2024-00208,CUST-3218,2024-01-05 17:00,Lagos,Pay on Delivery,Ball Point Pens 10pk,Books & Stationery,3,1500,4500
KNG-2024-00209,CUST-2719,2024-03-13 15:05,Abuja,Card,Lace Blouse,Fashion - Women,1,9500,9500
KNG-2024-00209,CUST-2719,2024-03-13 15:05,Abuja,Card,Stiletto Heels,Fashion - Women,1,14500,14500
KNG-2024-00210,CUST-2615,2024-08-10 11:15,Lagos,Bank Transfer,Caprisonne Juice,Food & Groceries,1,4200,4200
KNG-2024-00210,CUST-2615,2024-08-10 11:15,Lagos,Bank Transfer,Dangote Sugar 1kg,Food & Groceries,2,2200,4400
KNG-2024-00210,CUST-2615,2024-08-10 11:15,Lagos,Bank Transfer,iPad Air,Phones & Tablets,1,780000,780000
KNG-2024-00211,CUST-1432,2024-07-27 10:34,Lagos,Konga Pay,Lace Blouse,Fashion - Women,1,9500,9500
KNG-2024-00211,CUST-1432,2024-07-27 10:34,Lagos,Konga Pay,Stiletto Heels,Fashion - Women,1,14500,14500
KNG-2024-00212,CUST-3886,2024-06-16 11:05,Kano,Card,Golden Penny Pasta,Food & Groceries,1,3500,3500
KNG-2024-00212,CUST-3886,2024-06-16 11:05,Kano,Card,Shea Butter Cream,Beauty & Personal,1,3500,3500
KNG-2024-00213,CUST-1712,2024-08-19 14:06,Lagos,Konga Pay,Agbada Set,Fashion - Men,1,35000,35000
KNG-2024-00213,CUST-1712,2024-08-19 14:06,Lagos,Konga Pay,Baby Wipes 80ct,Baby Products,1,3200,3200
KNG-2024-00213,CUST-1712,2024-08-19 14:06,Lagos,Konga Pay,Pampers Diapers L,Baby Products,3,12500,37500
KNG-2024-00214,CUST-1344,2024-02-08 07:04,Port Harcourt,Card,Samsung Earbuds,Electronics,1,55000,55000
KNG-2024-00214,CUST-1344,2024-02-08 07:04,Port Harcourt,Card,Non-stick Pot Set,Home & Kitchen,3,22000,66000
KNG-2024-00214,CUST-1344,2024-02-08 07:04,Port Harcourt,Card,Tecno Spark 20,Phones & Tablets,1,115000,115000
KNG-2024-00214,CUST-1344,2024-02-08 07:04,Port Harcourt,Card,Blender,Home & Kitchen,2,18000,36000
KNG-2024-00215,CUST-3032,2024-03-29 18:13,Lagos,Bank Transfer,Palazzo Pants,Fashion - Women,1,8000,8000
KNG-2024-00215,CUST-3032,2024-03-29 18:13,Lagos,Bank Transfer,Pears Soap,Beauty & Personal,1,1200,1200
KNG-2024-00216,CUST-2006,2024-10-08 22:03,Port Harcourt,Konga Pay,Dumbbell Set 10kg,Sports & Fitness,1,28000,28000
KNG-2024-00216,CUST-2006,2024-10-08 22:03,Port Harcourt,Konga Pay,Yoga Mat,Sports & Fitness,1,9500,9500
KNG-2024-00217,CUST-2566,2024-10-05 22:22,Ibadan,Konga Pay,Palazzo Pants,Fashion - Women,1,8000,8000
KNG-2024-00217,CUST-2566,2024-10-05 22:22,Ibadan,Konga Pay,Foam Mattress,Home & Kitchen,1,85000,85000
KNG-2024-00218,CUST-1120,2024-01-30 22:33,Benin City,Pay on Delivery,Palazzo Pants,Fashion - Women,2,8000,16000
KNG-2024-00218,CUST-1120,2024-01-30 22:33,Benin City,Pay on Delivery,Pears Soap,Beauty & Personal,3,1200,3600
KNG-2024-00218,CUST-1120,2024-01-30 22:33,Benin City,Pay on Delivery,Shea Butter Cream,Beauty & Personal,1,3500,3500
KNG-2024-00219,CUST-1898,2024-07-17 18:59,Port Harcourt,USSD,Chinos Trouser,Fashion - Men,1,8500,8500
KNG-2024-00220,CUST-3857,2024-12-26 18:36,Abuja,Bank Transfer,Caprisonne Juice,Food & Groceries,1,4200,4200
KNG-2024-00220,CUST-3857,2024-12-26 18:36,Abuja,Bank Transfer,Chinos Trouser,Fashion - Men,1,8500,8500
KNG-2024-00220,CUST-3857,2024-12-26 18:36,Abuja,Bank Transfer,Stiletto Heels,Fashion - Women,1,14500,14500
KNG-2024-00220,CUST-3857,2024-12-26 18:36,Abuja,Bank Transfer,Shea Butter Cream,Beauty & Personal,1,3500,3500
KNG-2024-00221,CUST-2957,2024-04-13 11:21,Lagos,USSD,Infinix Hot 40,Phones & Tablets,1,95000,95000
KNG-2024-00221,CUST-2957,2024-04-13 11:21,Lagos,USSD,Samsung Galaxy A54,Phones & Tablets,3,320000,960000
KNG-2024-00222,CUST-1454,2024-02-07 18:45,Enugu,Pay on Delivery,Baby Wipes 80ct,Baby Products,1,3200,3200
KNG-2024-00222,CUST-1454,2024-02-07 18:45,Enugu,Pay on Delivery,Anker Powerbank,Electronics,3,18500,55500
KNG-2024-00222,CUST-1454,2024-02-07 18:45,Enugu,Pay on Delivery,Blender,Home & Kitchen,2,18000,36000
KNG-2024-00223,CUST-2789,2024-11-28 17:11,Ibadan,USSD,Running Shoes,Sports & Fitness,2,22000,44000
KNG-2024-00223,CUST-2789,2024-11-28 17:11,Ibadan,USSD,Leather Belt,Fashion - Men,1,4500,4500
KNG-2024-00225,CUST-3467,2024-11-09 14:40,Lagos,Pay on Delivery,Non-stick Pot Set,Home & Kitchen,1,22000,22000
KNG-2024-00225,CUST-3467,2024-11-09 14:40,Lagos,Pay on Delivery,Blender,Home & Kitchen,1,18000,18000
KNG-2024-00226,CUST-3605,2024-12-28 17:28,Benin City,Card,Stiletto Heels,Fashion - Women,1,14500,14500
KNG-2024-00226,CUST-3605,2024-12-28 17:28,Benin City,Card,Ankara Dress,Fashion - Women,1,12000,12000
KNG-2024-00227,CUST-2718,2024-09-09 19:22,Owerri,Pay on Delivery,HP Laptop,Electronics,1,480000,480000
KNG-2024-00227,CUST-2718,2024-09-09 19:22,Owerri,Pay on Delivery,Polo Shirt,Fashion - Men,2,5500,11000
KNG-2024-00228,CUST-2207,2024-02-23 09:21,Lagos,Card,Dumbbell Set 10kg,Sports & Fitness,1,28000,28000
KNG-2024-00228,CUST-2207,2024-02-23 09:21,Lagos,Card,Gym Bag,Sports & Fitness,1,11000,11000
KNG-2024-00229,CUST-2977,2024-11-30 12:38,Kano,Konga Pay,Infinix Hot 40,Phones & Tablets,1,95000,95000
KNG-2024-00230,CUST-1778,2024-10-03 15:42,Abuja,Bank Transfer,Curtain Set,Home & Kitchen,1,16500,16500
KNG-2024-00230,CUST-1778,2024-10-03 15:42,Abuja,Bank Transfer,"Smart TV 43""",Electronics,1,215000,215000
KNG-2024-00231,CUST-3711,2024-02-19 07:13,Port Harcourt,Konga Pay,Polo Shirt,Fashion - Men,2,5500,11000
KNG-2024-00231,CUST-3711,2024-02-19 07:13,Port Harcourt,Konga Pay,Leather Belt,Fashion - Men,1,4500,4500
KNG-2024-00232,CUST-3707,2024-07-17 12:23,Lagos,Bank Transfer,Pears Soap,Beauty & Personal,1,1200,1200
KNG-2024-00232,CUST-3707,2024-07-17 12:23,Lagos,Bank Transfer,Chinos Trouser,Fashion - Men,1,8500,8500
KNG-2024-00233,CUST-1926,2024-03-18 10:05,Enugu,Bank Transfer,Baby Wipes 80ct,Baby Products,1,3200,3200
KNG-2024-00233,CUST-1926,2024-03-18 10:05,Enugu,Bank Transfer,Notebook 200pg,Books & Stationery,1,2200,2200
KNG-2024-00233,CUST-1926,2024-03-18 10:05,Enugu,Bank Transfer,Leather Belt,Fashion - Men,1,4500,4500
KNG-2024-00234,CUST-3193,2024-10-20 14:30,Kano,USSD,Dumbbell Set 10kg,Sports & Fitness,1,28000,28000
KNG-2024-00234,CUST-3193,2024-10-20 14:30,Kano,USSD,Samsung Earbuds,Electronics,3,55000,165000
KNG-2024-00234,CUST-3193,2024-10-20 14:30,Kano,USSD,Yoga Mat,Sports & Fitness,1,9500,9500
KNG-2024-00235,CUST-1867,2024-08-04 09:43,Enugu,Card,Baby Wipes 80ct,Baby Products,1,3200,3200
KNG-2024-00235,CUST-1867,2024-08-04 09:43,Enugu,Card,Pampers Diapers L,Baby Products,1,12500,12500
KNG-2024-00236,CUST-2131,2024-01-07 20:07,Abuja,USSD,Rice Cooker,Home & Kitchen,1,25000,25000
KNG-2024-00236,CUST-2131,2024-01-07 20:07,Abuja,USSD,Caprisonne Juice,Food & Groceries,1,4200,4200
KNG-2024-00236,CUST-2131,2024-01-07 20:07,Abuja,USSD,Infant Formula,Baby Products,1,18500,18500
KNG-2024-00236,CUST-2131,2024-01-07 20:07,Abuja,USSD,Pampers Diapers L,Baby Products,1,12500,12500
KNG-2024-00237,CUST-1705,2024-11-07 19:02,Lagos,Card,Golden Penny Pasta,Food & Groceries,2,3500,7000
KNG-2024-00237,CUST-1705,2024-11-07 19:02,Lagos,Card,Indomie Noodles (40pk),Food & Groceries,1,7500,7500
KNG-2024-00237,CUST-1705,2024-11-07 19:02,Lagos,Card,Milo 400g,Food & Groceries,2,5800,11600
KNG-2024-00237,CUST-1705,2024-11-07 19:02,Lagos,Card,Caprisonne Juice,Food & Groceries,2,4200,8400
KNG-2024-00237,CUST-1705,2024-11-07 19:02,Lagos,Card,Samsung Galaxy A54,Phones & Tablets,1,320000,320000
KNG-2024-00237,CUST-1705,2024-11-07 19:02,Lagos,Card,Blender,Home & Kitchen,3,18000,54000
KNG-2024-00239,CUST-2809,2024-09-05 18:52,Lagos,Pay on Delivery,Baby Wipes 80ct,Baby Products,1,3200,3200
KNG-2024-00239,CUST-2809,2024-09-05 18:52,Lagos,Pay on Delivery,Infant Formula,Baby Products,2,18500,37000
KNG-2024-00239,CUST-2809,2024-09-05 18:52,Lagos,Pay on Delivery,Cerelac Wheat 1kg,Baby Products,2,6800,13600
KNG-2024-00240,CUST-2021,2024-07-03 13:17,Lagos,Card,Rice Cooker,Home & Kitchen,1,25000,25000
KNG-2024-00241,CUST-2525,2024-08-30 18:22,Abuja,Konga Pay,Infinix Hot 40,Phones & Tablets,3,95000,285000
KNG-2024-00241,CUST-2525,2024-08-30 18:22,Abuja,Konga Pay,Cerelac Wheat 1kg,Baby Products,2,6800,13600
KNG-2024-00241,CUST-2525,2024-08-30 18:22,Abuja,Konga Pay,Polo Shirt,Fashion - Men,1,5500,5500
KNG-2024-00241,CUST-2525,2024-08-30 18:22,Abuja,Konga Pay,Leather Belt,Fashion - Men,1,4500,4500
KNG-2024-00242,CUST-2102,2024-12-15 07:30,Kano,Konga Pay,Infant Formula,Baby Products,1,18500,18500
KNG-2024-00243,CUST-2033,2024-12-30 15:27,Port Harcourt,USSD,Black Castor Oil,Beauty & Personal,1,3800,3800
KNG-2024-00243,CUST-2033,2024-12-30 15:27,Port Harcourt,USSD,Lace Blouse,Fashion - Women,1,9500,9500
KNG-2024-00244,CUST-3554,2024-09-18 18:35,Abuja,Card,Gym Bag,Sports & Fitness,1,11000,11000
KNG-2024-00244,CUST-3554,2024-09-18 18:35,Abuja,Card,Stiletto Heels,Fashion - Women,1,14500,14500
KNG-2024-00245,CUST-2132,2024-05-13 16:12,Port Harcourt,Pay on Delivery,Gym Bag,Sports & Fitness,2,11000,22000
KNG-2024-00245,CUST-2132,2024-05-13 16:12,Port Harcourt,Pay on Delivery,Running Shoes,Sports & Fitness,1,22000,22000
KNG-2024-00245,CUST-2132,2024-05-13 16:12,Port Harcourt,Pay on Delivery,Non-stick Pot Set,Home & Kitchen,3,22000,66000
KNG-2024-00246,CUST-2062,2024-01-19 13:21,Benin City,Konga Pay,Gym Bag,Sports & Fitness,1,11000,11000
KNG-2024-00247,CUST-2948,2024-09-16 16:54,Benin City,Bank Transfer,Gym Bag,Sports & Fitness,1,11000,11000
KNG-2024-00247,CUST-2948,2024-09-16 16:54,Benin City,Bank Transfer,JAMB CBT Guide,Books & Stationery,1,4200,4200
KNG-2024-00247,CUST-2948,2024-09-16 16:54,Benin City,Bank Transfer,Notebook 200pg,Books & Stationery,1,2200,2200
KNG-2024-00247,CUST-2948,2024-09-16 16:54,Benin City,Bank Transfer,WAEC Past Questions,Books & Stationery,2,3500,7000
KNG-2024-00248,CUST-2722,2024-05-13 16:29,Ibadan,Konga Pay,Yoga Mat,Sports & Fitness,3,9500,28500
KNG-2024-00248,CUST-2722,2024-05-13 16:29,Ibadan,Konga Pay,Baby Wipes 80ct,Baby Products,1,3200,3200
KNG-2024-00248,CUST-2722,2024-05-13 16:29,Ibadan,Konga Pay,Infinix Hot 40,Phones & Tablets,2,95000,190000
KNG-2024-00249,CUST-3049,2024-09-28 16:26,Lagos,Bank Transfer,WAEC Past Questions,Books & Stationery,2,3500,7000
KNG-2024-00249,CUST-3049,2024-09-28 16:26,Lagos,Bank Transfer,Non-stick Pot Set,Home & Kitchen,1,22000,22000
KNG-2024-00249,CUST-3049,2024-09-28 16:26,Lagos,Bank Transfer,"Smart TV 43""",Electronics,1,215000,215000
KNG-2024-00250,CUST-1724,2024-08-19 15:13,Lagos,Card,Cerelac Wheat 1kg,Baby Products,1,6800,6800
KNG-2024-00251,CUST-1360,2024-08-07 19:27,Lagos,Konga Pay,iPhone 15 Pro,Phones & Tablets,2,950000,1900000
KNG-2024-00251,CUST-1360,2024-08-07 19:27,Lagos,Konga Pay,Caprisonne Juice,Food & Groceries,3,4200,12600
KNG-2024-00251,CUST-1360,2024-08-07 19:27,Lagos,Konga Pay,Tecno Spark 20,Phones & Tablets,2,115000,230000
KNG-2024-00252,CUST-3175,2024-11-16 14:14,Lagos,Bank Transfer,HP Laptop,Electronics,1,480000,480000
KNG-2024-00252,CUST-3175,2024-11-16 14:14,Lagos,Bank Transfer,Stiletto Heels,Fashion - Women,1,14500,14500
KNG-2024-00253,CUST-1684,2024-05-28 21:46,Lagos,Card,WAEC Past Questions,Books & Stationery,3,3500,10500
KNG-2024-00253,CUST-1684,2024-05-28 21:46,Lagos,Card,Agbada Set,Fashion - Men,3,35000,105000
KNG-2024-00253,CUST-1684,2024-05-28 21:46,Lagos,Card,Rice Cooker,Home & Kitchen,1,25000,25000
KNG-2024-00254,CUST-1935,2024-04-18 07:37,Lagos,USSD,HP Laptop,Electronics,1,480000,480000
KNG-2024-00254,CUST-1935,2024-04-18 07:37,Lagos,USSD,Caprisonne Juice,Food & Groceries,3,4200,12600
KNG-2024-00254,CUST-1935,2024-04-18 07:37,Lagos,USSD,Notebook 200pg,Books & Stationery,1,2200,2200
KNG-2024-00254,CUST-1935,2024-04-18 07:37,Lagos,USSD,JAMB CBT Guide,Books & Stationery,1,4200,4200
KNG-2024-00255,CUST-1080,2024-08-15 19:07,Lagos,Card,Non-stick Pot Set,Home & Kitchen,1,22000,22000
KNG-2024-00255,CUST-1080,2024-08-15 19:07,Lagos,Card,Blender,Home & Kitchen,1,18000,18000
KNG-2024-00257,CUST-1466,2024-11-07 13:49,Ibadan,Konga Pay,Ankara Shirt,Fashion - Men,1,7200,7200
KNG-2024-00257,CUST-1466,2024-11-07 13:49,Ibadan,Konga Pay,Indomie Noodles (40pk),Food & Groceries,1,7500,7500
KNG-2024-00257,CUST-1466,2024-11-07 13:49,Ibadan,Konga Pay,Resistance Bands,Sports & Fitness,1,5500,5500
KNG-2024-00257,CUST-1466,2024-11-07 13:49,Ibadan,Konga Pay,WAEC Past Questions,Books & Stationery,1,3500,3500
KNG-2024-00258,CUST-3351,2024-02-16 09:46,Kano,Card,Dumbbell Set 10kg,Sports & Fitness,3,28000,84000
KNG-2024-00258,CUST-3351,2024-02-16 09:46,Kano,Card,Leather Belt,Fashion - Men,1,4500,4500
KNG-2024-00259,CUST-2901,2024-01-21 16:23,Lagos,Pay on Delivery,Nivea Body Lotion,Beauty & Personal,1,2800,2800
KNG-2024-00259,CUST-2901,2024-01-21 16:23,Lagos,Pay on Delivery,Ball Point Pens 10pk,Books & Stationery,2,1500,3000
KNG-2024-00260,CUST-1187,2024-11-27 12:21,Lagos,Card,Rice Cooker,Home & Kitchen,2,25000,50000
KNG-2024-00261,CUST-1749,2024-08-21 15:53,Lagos,Konga Pay,Samsung Earbuds,Electronics,1,55000,55000
KNG-2024-00261,CUST-1749,2024-08-21 15:53,Lagos,Konga Pay,Rice Cooker,Home & Kitchen,1,25000,25000
KNG-2024-00262,CUST-1652,2024-09-04 21:11,Lagos,USSD,Baby Carrier,Baby Products,1,15000,15000
KNG-2024-00262,CUST-1652,2024-09-04 21:11,Lagos,USSD,Samsung Galaxy A54,Phones & Tablets,2,320000,640000
KNG-2024-00263,CUST-1535,2024-07-29 21:02,Abuja,Konga Pay,Running Shoes,Sports & Fitness,1,22000,22000
KNG-2024-00263,CUST-1535,2024-07-29 21:02,Abuja,Konga Pay,Indomie Noodles (40pk),Food & Groceries,1,7500,7500
KNG-2024-00264,CUST-3869,2024-05-07 22:22,Port Harcourt,Konga Pay,Baby Carrier,Baby Products,1,15000,15000
KNG-2024-00264,CUST-3869,2024-05-07 22:22,Port Harcourt,Konga Pay,"Smart TV 43""",Electronics,3,215000,645000
KNG-2024-00265,CUST-3070,2024-03-25 09:48,Enugu,Pay on Delivery,Lace Blouse,Fashion - Women,1,9500,9500
KNG-2024-00265,CUST-3070,2024-03-25 09:48,Enugu,Pay on Delivery,Stiletto Heels,Fashion - Women,2,14500,29000
KNG-2024-00265,CUST-3070,2024-03-25 09:48,Enugu,Pay on Delivery,Pampers Diapers L,Baby Products,1,12500,12500
KNG-2024-00266,CUST-2819,2024-09-12 21:20,Enugu,Konga Pay,Non-stick Pot Set,Home & Kitchen,1,22000,22000
KNG-2024-00266,CUST-2819,2024-09-12 21:20,Enugu,Konga Pay,Tecno Spark 20,Phones & Tablets,1,115000,115000
KNG-2024-00266,CUST-2819,2024-09-12 21:20,Enugu,Konga Pay,Pampers Diapers L,Baby Products,1,12500,12500
KNG-2024-00266,CUST-2819,2024-09-12 21:20,Enugu,Konga Pay,Blender,Home & Kitchen,1,18000,18000
KNG-2024-00266,CUST-2819,2024-09-12 21:20,Enugu,Konga Pay,iPhone 15 Pro,Phones & Tablets,1,950000,950000
KNG-2024-00267,CUST-1847,2024-06-23 18:52,Kano,Konga Pay,Running Shoes,Sports & Fitness,1,22000,22000
KNG-2024-00267,CUST-1847,2024-06-23 18:52,Kano,Konga Pay,Curtain Set,Home & Kitchen,1,16500,16500
KNG-2024-00267,CUST-1847,2024-06-23 18:52,Kano,Konga Pay,WAEC Past Questions,Books & Stationery,1,3500,3500
KNG-2024-00267,CUST-1847,2024-06-23 18:52,Kano,Konga Pay,Gele Headtie,Fashion - Women,1,6500,6500
KNG-2024-00267,CUST-1847,2024-06-23 18:52,Kano,Konga Pay,Lace Blouse,Fashion - Women,1,9500,9500
KNG-2024-00268,CUST-3595,2024-09-24 18:44,Owerri,Card,Baby Wipes 80ct,Baby Products,1,3200,3200
KNG-2024-00268,CUST-3595,2024-09-24 18:44,Owerri,Card,Pampers Diapers L,Baby Products,1,12500,12500
KNG-2024-00270,CUST-3753,2024-08-18 21:42,Port Harcourt,Pay on Delivery,Golden Penny Pasta,Food & Groceries,3,3500,10500
KNG-2024-00270,CUST-3753,2024-08-18 21:42,Port Harcourt,Pay on Delivery,Indomie Noodles (40pk),Food & Groceries,1,7500,7500
KNG-2024-00270,CUST-3753,2024-08-18 21:42,Port Harcourt,Pay on Delivery,WAEC Past Questions,Books & Stationery,1,3500,3500
KNG-2024-00270,CUST-3753,2024-08-18 21:42,Port Harcourt,Pay on Delivery,Baby Wipes 80ct,Baby Products,2,3200,6400
